id,text,language,hate_type,target_group,severity,confidence,source_dataset
319,ভাই আপনি তাকে কেন বলছেন না যে তুমি উর্দুতে কথা বল আমি যেভাবে ধর্ম গ্রন্থ থেকে রেফারেন্স দিয়ে কথা বলতেছি তুমি রেফারেন্সে কথা বল এটা বলুন,bangla,2,3,1,1.0,bengali_hate_v2
320,জামাত মানে রাজাকার বলে দিলেই হয়।,bangla,1,2,1,1.0,bengali_hate_v2
321,তুই মাগি পরিচয় দিলি। তুই আসলে একটামাগি।রেট কত আমিও ছুদবো তোকে। খুব মজা পাবি। ,bangla,4,1,1,1.0,bengali_hate_v2
322,রানু মন্ডল হোয়াইজটন মেয়েকে ভিক্ষা করতে তো সেইজন্য ,bangla,4,1,1,1.0,bengali_hate_v2
323,ভারতের মারে বাপ ভারত কোন বাল সিমান্ত বাংলাদেশ ও মায়ানমারের কি করবে না করবে তারাই ঠিক করবে। যেখানে সেখানে নাক গলায়।,bangla,5,-1,1,1.0,bengali_hate_v2
324,সে ত হবেই দাদার বাড়ির ভারত বলে কথা,bangla,5,-1,1,1.0,bengali_hate_v2
325,এ পাকিস্তানের কাছে টেষ্টে উইকেটে হার। তাদের কাছেই এশিয়াকাপ ফাইনালে রানে হার।এবছর টি বিশ্বকাপে ভারতের কাছে রানে হার।ইংলিশদের সাথে প্রথম ওডিআইতে জেতা ম্যাচ হার।আর নিতে পারছিনা।শুধু কালকে ম্যাচটা জিত ভাই সব দুঃখ ভুলে যাবো কথা দিলাম।,bangla,5,-1,1,1.0,bengali_hate_v2
326,"ইহুদীরা সব সময় মিথ্যে বলে আসছে,আর ভবিষ্যতে ও বলবে।",bangla,2,3,1,1.0,bengali_hate_v2
327,রাতে শুয়ে পড়ার পর যখন ছোট ক্রিমি গোয়ার কাছে এসে কুট কুট করে কামড় মারে ,bangla,4,1,1,1.0,bengali_hate_v2
328, রেন্ডিয়া নিজের দেশের মানুষের নিরাপত্তা দিতে ব্যর্থ হওয়া সত্ত্বেও বাংলাদেশকে নিয়ে নাক গলায়। ,bangla,5,-1,1,1.0,bengali_hate_v2
329,ওর দলের ভিখারী গুলোও আর ওর পাশে থাকবে নারানু মন্ডলকে ভিক্ষা দেওয়ার লোকজনও কেউ থাকবে নাওর ভিখারী বন্ধুদের কাছ থেকে ভিক্ষা করে শেষ জীবন কাটাতে হবে ,bangla,4,1,1,1.0,bengali_hate_v2
330,আমাদের বাংলা সানি লিওন ওকে দিয়ে পর্ন ভিডিও বানানো হোক ,bangla,4,1,1,1.0,bengali_hate_v2
331, যখন উনি ভারপ্রাপ্ত আমির ছিলেন তখন হাসিনার সরকারের সংস্থা কোথায় ছিল এখন উনি পূর্ণাঙ্গ আমির হবার পরে রাজাকার হয়ে গেলো হাই রে সোনার বাংলা ? ,bangla,1,2,1,1.0,bengali_hate_v2
332,খানকি মাগী তোকে দেখলে ঘূনা করে ,bangla,4,1,1,1.0,bengali_hate_v2
333,যেীন জাগরনের এইডস সরকারের অবস্থা দেখুন রাস্তার মধ্যে তেতুল লীলায় মেতে উঠেছে ,bangla,4,1,1,1.0,bengali_hate_v2
334,এই পরী থার্ড ক্লাস আবার মাঝে মাঝে ভাব নেয় ,bangla,4,1,1,1.0,bengali_hate_v2
335,কর্পোরেট নারীরা কী পতিতা-দের থেকে কম? ,bangla,4,1,1,1.0,bengali_hate_v2
336,রাতে চৌদ্দবার হ্যান্ডেল মারার পর যখন টিকটক ভিডিও বানায় ,bangla,4,1,1,1.0,bengali_hate_v2
337,আর রেন্ডিয়াতে কোনো নারী নির্যাতন হয় না আবাল মালাউন।।। ,bangla,2,3,1,1.0,bengali_hate_v2
338,ফালতু একটা পরিচালক জুতা পেটা করা দরকার  ,bangla,4,1,1,1.0,bengali_hate_v2
339,গতকাল থেকে আমার গোঁফে পাকিস্তানী পেঁয়াজের গন্ধ লেগে আছে গন্ধে দিশেহারা হয়ে প্রথমে খাটের তলায় আশ্রয় নিয়েছি তাতেও কাজ না হওয়ায় একটি ট্রেঞ্চ খুঁড়ে সেখানে হড়হড় করে বমি করেছি ,bangla,5,-1,1,1.0,bengali_hate_v2
340,আওয়মীলীগ দলীয় ধরা পড়লেও জঙ্গি হয় না চেতনার ফিল্টারে আটকে যায় ,bangla,5,-1,1,1.0,bengali_hate_v2
341,"খুনিদের শাস্তি,ফাঁসি কার্যকর করা হলো,তাড়াতাড়ি ফাঁসি দাও ধন্যবাদ,আর ছাত্র রাজনীতি বন্ধ করা হোক",bangla,1,2,1,1.0,bengali_hate_v2
342,বন্ধ হলে সব কিছু হউয়া উচিৎ যেমন ভারতীয় সব চ্যানেল হিন্দী বাংলা ইংলিশ নাটক এবং ভারতের কোন নায়ক নায়িকার ফ্লিম চবি ড্রামা ছলতে দেওয়া হবেনা বন্ধ হলে সব কিছু বন্ধ হউয়া ধরকার,bangla,5,-1,1,1.0,bengali_hate_v2
343,বাচ্চা মেয়েটার জীবন ধ্বংস করেছে মুহম্মদ যার প্রতিশোধ হিসেবে আয়েশা মুহম্মদকে বিষ খাইয়ে হত্যা করেছে,bangla,2,3,1,1.0,bengali_hate_v2
344,"ছাএলিগের রাজনীতি বন্দ করতে হবে,তাহলে দেশবাসি এবং ছাএ সমাজ রক্ষা পাবে? ",bangla,1,2,1,1.0,bengali_hate_v2
345,প্রথমে তুই ধ্বংস হবে তুই দাঁড়িওয়ালা পাঁঠাদের উস্তাদ তর নিজেরও দাড়ি আছে সালা মালাউন ফেরাউন।,bangla,2,3,1,1.0,bengali_hate_v2
346,ওর গান শুনে আমার মনে হয় যে আমি কোথায় আছি আমি মরে যাই নি তো আরে রানুর থেকে তো ,bangla,4,1,1,1.0,bengali_hate_v2
347,কাফেরের এটাই নিয়ম চুক্তি করে চুক্তি ভঙ্গন।,bangla,2,3,1,1.0,bengali_hate_v2
348,ছাত্রলীগকে সন্ত্রাসী সংগঠন হিসেবে ষোষনা করে ছাত্রলীগের রাজনীতি নিষিদ্ধ ঘোষনা করা হোক ,bangla,1,2,1,1.0,bengali_hate_v2
349,মার খানকির পোলা ডান্ডিদের।ওরা আমাদের দেশটাকে শেষ করে দিছে,bangla,4,1,1,1.0,bengali_hate_v2
350,এই দিবকর দেবনাথ এর মতন মুর্খ দেখি নাই ধর্মগ্রন্থ মানবেনা নিজের লজিক ই সব ,bangla,2,3,1,1.0,bengali_hate_v2
351,মিষটার জয় জারজ তাহলে- অপু মেডাম ? ,bangla,4,1,1,1.0,bengali_hate_v2
352,"অবৈধ অ-সমাজ অ-কল্যাণ মন্ত্রীর ঘোষনা, হিজা পড়া চলবেনা এসব নাস্তিক ও তাদের দলকে বর্জন ও প্রতিহত করুন ",bangla,5,-1,1,1.0,bengali_hate_v2
353,ভারত ডাঃ জাকির নায়েক কে দিয়ে ধর্ম নিরপেক্ষতার সাটিপিকেট পেতে ছেয়ে ছিল।তারা যে জাতী হিসেবে কতটা ধর্মান্ধ তা বড় নিলজ্জ ভাবে পকাশ পেয়ে গেছে।,bangla,5,-1,1,1.0,bengali_hate_v2
354,"তেহারিতে গোÑমাংস, চারুকলার ক্যান্টিন মালিককে মারধর ",bangla,2,3,1,1.0,bengali_hate_v2
355,মার জঈিদের নিজের বাবা মারা যাওয়ার পর আসেনি ভারত সালা সুয়ার,bangla,5,-1,1,1.0,bengali_hate_v2
356,"মানুষের নিরাপত্তা ব্যবস্থা  নিশ্চিত করতে সরকার ব্যর্থ হয়েছে। যে দেশের পুনিল মানুষকে হত্যা করতে পারে,সে দেশে সাধারণ মানুষের নিরাপত্তা কে দিবে। এই প্রশ্ন এখন সমস্ত জনগণের |",bangla,1,2,1,1.0,bengali_hate_v2
357,পাকিস্তানের সাত সেনা নিহত হওয়ার দিনটিতে ভারতীয় সেনা নিহত হয়েছিল বলে দাবি করেছেন পাক সেনাপ্রধান জেনারেল রাহিল শরীফ। চলতি মাসের তারিখে ভারতীয় বাহিনীর বিনা উসকানিতে গুলিবর্ষণের জবাব দিলে এ ঘটনা ঘটে বলে জানান তিনি।,bangla,5,-1,1,1.0,bengali_hate_v2
358,"দম্ভ ও অহংকার পতনের মূল, জাতি দম্ভ দেখেছে এখন পতন দেখতে চায় ",bangla,5,-1,1,1.0,bengali_hate_v2
359,হাসিনা যুদ্ধে অংশ গ্রহন করলে ভারত জিততে পারে।,bangla,5,-1,1,1.0,bengali_hate_v2
360,"পদ্মা সেতুর উন্নয়নের ক্রেডিট নিবে আওয়ামীলীগ, তরিকুল ইসলামের ভাঙ্গা পায়ের ক্রেডিট কে নিবে? ",bangla,5,-1,1,1.0,bengali_hate_v2
361,আওয়ামীলীগ এর গার্লফ্রেন্ড গুলো একের পর এক বেরিয়ে আসতেছে ,bangla,1,2,1,1.0,bengali_hate_v2
362,রানু রেন্ডি রানু একটা খারাপ মহিলা ,bangla,4,1,1,1.0,bengali_hate_v2
363,কারণ এর যুদ্ধ হয়েছিল ভারত আর পাকিস্তানের মধ্যে ভারতীয়দের ভাষায়।বাংলাদেশ দেশটা ভারতের দেওয়া উপহার মাত্র,bangla,5,-1,1,1.0,bengali_hate_v2
364, এই বদরুল সালে অথবা জানুয়ারী কলেজ ছাত্রী খাদিজা আক্তার নার্গিসকে উক্তত্য করতে গিয়ে সিলেটের শহরতলীর জাঙ্গাইল এলাকায় শফিরউদ্দিন হাই স্কুলের সামনে স্থানীয়রা থাকে গণধোলাই দেয়। তখনো তার পরিচয় ছাত্রলীগ ছিল তাই ঘটনার সাথে সাথে স্থানীয় আওয়ামীলীগ নেতারা রাস্তা অবরোধ করে বিচার চান দোষ চাপান ছাত্রশিবিরের উপর। ওইদিন রাতেই জন জামায়াত ও শিবিরের নেতা কর্মীকে গ্রেফতার করে রিমান্ডে নেয়া হয়। তখন প্রতিটি মিডিয়া বদরুলের পক্ষে এক তরফা ভাবে শিবিরকেই দায়ী করে প্রতিবেদন প্রকাশ করতে থাকে। আমিসহ অন্যরা ওইদ ,bangla,1,2,1,1.0,bengali_hate_v2
365,মনে হয় এবার ইসলামী দলগুলোর সাথে এই অবৈধ সরকারের একটা লড়াই হবে,bangla,1,2,1,1.0,bengali_hate_v2
366,মানুষ গুম করে প্রধানমন্ত্রীর ঠাট্টা এ কোন দানবের রাজ্যে আমরা বসবাস করছি? ,bangla,5,-1,1,1.0,bengali_hate_v2
367,আপনি ইসলাম সমন্ধে বলুন আর পোদে দম থাকলে আসিফ মহিনউদ্দিনের নাস্তিক্য.,bangla,2,3,1,1.0,bengali_hate_v2
368,"পুলিশের আটক বাণিজ্য চরমে, নির্যাতিত হচ্ছে অসহায় মানুষ ",bangla,4,1,1,1.0,bengali_hate_v2
369,আপনি তো এখন মুসলমান হয়েছেন তো যারা পুজো করে দুর্গাপুজো কালীপুজো ইত্যাদি তো আপনি যান প্রত্যেকটা হিন্দুকে তাদের কাছে গিয়ে হাতে হাত দিয়ে কালেমার দাওয়াত টা দেন,bangla,2,3,1,1.0,bengali_hate_v2
370,"ওর কথা হচ্ছে, “আমি গাছ-বলদ মালায়ন” আমার সাথে কেন দলিল দিয়ে কথা বলে! দামড়া-বলদের সামনে দলিল-প্রমান-যুক্তি সবই অকেজো ।",bangla,2,3,1,1.0,bengali_hate_v2
371,হিন্দুরা নির্যাতিত হলে ভারত কাঁদে খ্রিস্টানরা নির্যাতিত হলে আমেরিকা ও ইউরোপ কাঁদে বোদ্ধরা নির্যাতিত হলে চিন কাঁদে আর মোসলমানরা নির্যাতিত হলে কাঁদাতো দুরের কথা তাদের পাশে দ্বারানোর মত কাউকে খুজে পাওয়া যায়না হে আল্লাহ তুমি বিশ্বের সকল মুসলিম কে এক হওয়ার তোফিক দান কর।,bangla,5,-1,1,1.0,bengali_hate_v2
372,রানুর মুখে ঢুকিয়ে দাও মানে মানে খাবার খাবার ও খেতে পায় না তো ,bangla,4,1,1,1.0,bengali_hate_v2
373,শেখ হাসিনাকে জুতা মারবে জনগন । ,bangla,1,2,1,1.0,bengali_hate_v2
374,ভারতে ক্রিকেট বোডে দুরনিতি আখরা ছাটাই করা উচিত।,bangla,5,-1,1,1.0,bengali_hate_v2
375,"আগ্রাসী ভারত চায় চুক্তি, বাংলাদেশের মানুষ চায় মুক্তি ",bangla,5,-1,1,1.0,bengali_hate_v2
376,"আ,লীগে বাটি চালান দিয়েও একজন ভালো মানুষ পাওয়া যাবেনা ",bangla,1,2,1,1.0,bengali_hate_v2
377,পানিতে মমতার ভোদা বরেগেছ তাই বাংলাদেশর দিকে ছেড়ে দিল ,bangla,5,-1,1,1.0,bengali_hate_v2
378,রানুকে বাদ দিয়ে অন্য ভিডিও করুন ,bangla,4,1,1,1.0,bengali_hate_v2
379,নদীতে বাঁধ দিয়ে স্রোতের ধারা পরিবর্তন করা যায় কিন্তু স্রোতকে আটকানো যায় না ভারতের মাটিতে ডঃ জাকির নায়েককে নিষিদ্ধ করলেও তিনি তার জ্ঞ্যান দিয়ে কোরআন ও হাদিসের যে আলো ছড়িয়েছেন তা যুগের পর যুগ দ্বীনের আলো ছড়িয়ই যাবে।।ইনশাআল্লাহ।।,bangla,5,-1,1,1.0,bengali_hate_v2
380,"ছাএলীগ আজকের খুনি নয় ,অনেক আগের খুনি ।",bangla,1,2,1,1.0,bengali_hate_v2
381,এখানে পতাকার অবমাননা হয়নি! পতাকাকে জায়নামাজ বানিয়ে নামাজ পড়লেই কেবল পতাকার ইজ্জত যায় ,bangla,4,1,1,1.0,bengali_hate_v2
382,আর আসিফ তোর নুনু এই কারনেই ছোট,bangla,4,1,1,1.0,bengali_hate_v2
383,"সে একজন চোর অনুবাদ কর, হি ইজ এন ইন্ডিয়ান ",bangla,5,-1,1,1.0,bengali_hate_v2
384,রানু পাগলি রানুর মেয়ে কে চুদি ,bangla,4,1,1,1.0,bengali_hate_v2
385,খানকির পোলা এ হেডালির পোলা বেশি উম্মাত। ,bangla,4,1,1,1.0,bengali_hate_v2
386,বাংলা দেশ তো ভারতের কাছে বিক্রি করে দিতেছে তাই।,bangla,5,-1,1,1.0,bengali_hate_v2
387,"বেবি একটা গান শোনাও তো, বাবু খাইসো, বাবু খাইসো?এটা কি বালের গান? ",bangla,4,1,1,1.0,bengali_hate_v2
388,পাকিস্তান ভারত সিমান্তে শান্তি চায় বাংলাদেশ,bangla,5,-1,1,1.0,bengali_hate_v2
389,পাকিস্তানী রা বাংলাদেশি দের চুদতেছিল এ।।ভারত এগিয়ে এসেছিল বাংলাদেশি দের অস্ত্র দিয়েছিল।স্বাধিন হওয়ার পর বাংলাদেশি রা বলতে লাগল আমার মা কে চুদা থেকে বাচাইছিল ভারত তাদের সার্থে।।,bangla,5,-1,1,1.0,bengali_hate_v2
390,ভারতকে উচিত শিক্ষা দেয়া প্রয়োজন।,bangla,5,-1,1,1.0,bengali_hate_v2
391, কোট সংস্কার আন্দোলনের বিরুদ্ধে ছাত্রলীগের মিছিল,bangla,5,-1,1,1.0,bengali_hate_v2
392,প্রতিবারই সব ঝড় ভারতের উপর দিয়ে গিয়ে বাংলাদেশে আছড়ে পড়ে যা ক্ষতি হবার যা মরার বাংলাদেশিদেরঈ হয় আল্লার গাজব,bangla,5,-1,1,1.0,bengali_hate_v2
393, সাব্বাস পাকিস্তান মালাউনদের দংস করে দিতে হবে ,bangla,2,3,1,1.0,bengali_hate_v2
394,"পরকিয়ার অভিয়োগে স্ত্রীকে গলা কেটে হত্যা, তবুও বন্ধ করা হবে না ভারতের চ্যানেল",bangla,4,1,1,1.0,bengali_hate_v2
395,ওনাকে তো আর কেউ ভিক্ষাও দেবেনা এখন ,bangla,4,1,1,1.0,bengali_hate_v2
396,ভারত শাসিত জম্মু ও কাশ্মীর রাজ্যে রোহিঙ্গা উদ্বাস্তুদের একটি বস্তিতে অগ্নিকান্ডে জনের মৃত্যু হয়েছে। অগ্নিদগ্ধ হওয়া আরও জনের চিকিৎসা চলছে হাসপাতালে। পুলিশ এ খবর নিশ্চিত করেছে। নিহতরা হচ্ছেন একজন রোহিঙ্গা নারী ও তার দুই সন্তান। জম্মু শহরের নারোয়াল এলাকার ওই বস্তিটিতে প্রায় টি ঘর ছিল যার বেশীর ভাগই প্রায় ভস্মীভূত হয়ে গেছে। বস্তিরই এক বাসিন্দা মিয়ানমার থেকে চলে আসা উদ্বাস্তু জাহিদ হুসেইন বিবিসি বাংলাকে টেলিফোনে জানিয়েছেন রাত সাড়ে বারোটার দিকে আগুন লাগে। তখন আমরা সবাই ঘুমচ্ছিলাম। চ,bangla,5,-1,1,1.0,bengali_hate_v2
397,ফালতু উপস্হাপিকা। বেশি নেকামি করে। ,bangla,4,1,1,1.0,bengali_hate_v2
398,বিএনপি আওয়ামীলীগের সাথে যা করেছে তার ৪ ভাগের ১ ভাগ ও আওয়ামীলীগ বিএনপির সাথে করছে না এখন... এটাই তাদের ভাগ্য। ,bangla,1,2,1,1.0,bengali_hate_v2
399, দেশের মানুষ কি এতই মূর্খ।যেখানে মালাউনের বাচ্চারাআমরা সারাক্ষন নিজেদের নিরাপত্তা নিয়ে সংশয় সেখানে কিভাবে শিমুল গাছে গা চুলকাতে যাই যেখানে গা থেকে রক্ত বের হওয়ার সম্ভাবনা থাকে।না এটা ভন্ডবাদী ঐ ধর্মভিরুদের চক্রান্ত ছাড়া আর কিছুই নয়। ,bangla,2,3,1,1.0,bengali_hate_v2
400,"গা শিউরে উঠলোবোন, দিদি, কাছের মানুষদের জন্য সবসময় ভয়ে ভয়ে থাকি এই রকম জানোয়ারগুলোর জন্য ",bangla,4,1,1,1.0,bengali_hate_v2
401,ভারত কে মারলে সবাই খুশি হব,bangla,5,-1,1,1.0,bengali_hate_v2
402,বড় বেয়াদব বেহায়া নিলজ্জ নিমকহারাম ভারতীয়রা এদের কারণে বিশ্বে এতো হানাহানি মারামারি সালে যুদ্ধের সময় পাকিস্তানী বাহিনীর একটাই উদ্দেশ্য ছিল হিন্দু ধরে ধরে হত্যা ও ধর্ষণ করার এজন্য তো অনেক হিন্দু ভারতে পালিয়ে গিয়েছিল পাকিস্তানী বাহিনী হিন্দু মুসলিম সনাক্ত করার জন্য প্রথমেই বলত কালিমা বলার জন্য,bangla,5,-1,1,1.0,bengali_hate_v2
403,শালা মাদার ছুদ তুই একটা জারজ ,bangla,1,2,1,1.0,bengali_hate_v2
404,একজন আলেমের বিরূদ্ধে এমন মন্তব্য গ্রহন যোগ্য নয়।।,bangla,2,3,1,1.0,bengali_hate_v2
405, বিরাট কুত্তার বাচ্চাটা ব্যাটসম্যান হিসেবে যতোটা ভাল চরিত্রটা ততোটাই খারাপ। এই কুত্তার বাচ্চার মায়েরে মনে হয় রেন্ডিয়ার কতগুলা নেড়িকুত্তা গণধর্ষন করে বীর্য দিয়ে ভরে দিয়েছিল। তারপর কুত্তার বাচ্চার মা এইটারে জন্ম দিয়েছে। ,bangla,5,-1,1,1.0,bengali_hate_v2
406,কাউয়া কাদেরের কথায় কোন ভরসা নেই।।,bangla,1,2,1,1.0,bengali_hate_v2
407,তোর রক্ত দিয়া আজকে হোলি খেলমু ,bangla,4,1,1,1.0,bengali_hate_v2
408,"আসলে তোমরা নাস্তিক রা হলা সর্ব হারা, মরার সময়ই বুঝবি শালারা।",bangla,2,3,1,1.0,bengali_hate_v2
409,জামায়াতের রাজনীতি করার নৈতিক অধিকার নেই বলায় এই পুলিশ কে হাছান মাহমুদের দয়িত্ব দিবেন প্রধানমন্ত্রী ,bangla,5,-1,1,1.0,bengali_hate_v2
410,বাংলাদেশে হায়দ্রাবাদে কিছুই করে নি। পাকি জারজ হয়ে এখন পাকিস্তানের মতই কথা বলা শুরু করেছে। হায়দ্রাবাদের নিজাম নিজে চুক্তি শাক্ষর করে। আপনারা জুন্মাল্যান্ড এর চাকমাদের উপর আর হিন্দুদের উপর যে জেনেসাইট চালাচ্ছেন সেটার বিচার ইতিহাস করবে। কাস্মিরে ধর্মের নামে কেউ মরে না জঙ্গিরা মরে। ধর্মের নামে মানুষ মারতে মুসলিমদের মত কেউ পারে না। বাংলাদেশের সাথে ভারতের তুলনা করেন কোন সাহসে? আপনাদের ঢাকা অন্যতম নুংরা রাজধানি আপনাদের স্যানিটেশন আমাদের থেকে ভাল না। ছোট গুরুত্বহীন দেশ তাই কেউ কেয়ার করে না। ছিলে,bangla,5,-1,1,1.0,bengali_hate_v2
411,ভারতের মন্ত্রী এখন আপনার চোখ অন্ধ।সবকিছুর সিমা আছে আল্লার বিচার আল্লা করবেন ।,bangla,5,-1,1,1.0,bengali_hate_v2
412,নুরু ভাই জিন্দাবাদ. এগিয়ে যান আগামী বাংলার প্রধানমন্ত্রি হিসেবে দেখতে চাই. কুত্তালীগের হাত থেকে দেশের মানুষ কে বাচান,bangla,1,2,1,1.0,bengali_hate_v2
413,এই ধরনের খানকিদের কোপানোর পর টুকরা টুকরা করে কুকুর কে দিয়ে খাওয়ানো উচিত,bangla,4,1,1,1.0,bengali_hate_v2
414, এইডা কি হল?? আমি তো ভাবলাম ফাসি হবে। বেচারা ,bangla,4,1,1,1.0,bengali_hate_v2
415,মালাউনের বাচ্চারা আর কোনোদিন ভালো হবেনা,bangla,2,3,1,1.0,bengali_hate_v2
416,না আইবি এখন ভারতের দালাল হাসিনা আর গড পাদার শামিমের সহ যুগি,bangla,5,-1,1,1.0,bengali_hate_v2
417,"দাড়ি-টুপি দেখলে নির্যাতন, আওয়ামীলীগের হাতে পরে আজ এ কেমন দেশ? ",bangla,5,-1,1,1.0,bengali_hate_v2
418,"জানি তোর পেটে বিদ্যা নেই,  তাই গুছিয়ে কথা বলতো পারিসনা ",bangla,4,1,1,1.0,bengali_hate_v2
419,পাছায় বারি খাওয়ার পর শোওফিকের তামাশা করতে ভাল লাগে!!!,bangla,4,1,1,1.0,bengali_hate_v2
420,করছে আর শালা ভারত বাংলাদেশের সাধা,bangla,5,-1,1,1.0,bengali_hate_v2
421,সব সাংবাদিক যদি এমন হত গনতন্ত্র নামে এক দলিও সাসন করা কবে সেষ হত ,bangla,1,2,1,1.0,bengali_hate_v2
422,এই মাদারচোদ ভালো কোরে দেক শুয়োর ?,bangla,4,1,1,1.0,bengali_hate_v2
423,ওয়েস্ট বেঙ্গল কোন জায়গায় এই পল্লি বলবেন কি এডামিন ,bangla,5,-1,1,1.0,bengali_hate_v2
424,"কাটমোল্লাদের তাদের ধর্ম ব্যবসায় বন্ধ হয়ে গেছে,তাই তার উপর খুব রাগ, আরে ভাই সত্য চিরন্তর, মিথ্যা সাময়িক",bangla,2,3,1,1.0,bengali_hate_v2
425,বা্ংলাদেশ ও ভারতে জনগণ শুধু নাসিরনগর নিয়ে আছে,bangla,5,-1,1,1.0,bengali_hate_v2
426,ভারত দূষণ এর দেশ জে দেশে প্রতিনিয়ত নারী ধর্ষন হয় সে দেশ আর কতটুকু ভালো থাকবে,bangla,5,-1,1,1.0,bengali_hate_v2
427,আওয়ামীলীগের পতন হলে মানুষ তাকে কোন জুতা দিয়ে পেটাবে সেটা ভাবতে থাকা এটিএম শামসুজ্জামান,bangla,5,-1,1,1.0,bengali_hate_v2
428,যারা অভিনয় জগতের বড় বড় তারকা তারা সব গুলোই পতিতা দেহ বিক্রি করে রাতা রাএী  অঢল সম্পদ এর মালিক হয়ে যায়। ,bangla,4,1,1,1.0,bengali_hate_v2
429,তুই মাগি ভিক্ষারি বুঝলি তুই আবার পর কে ভিক্ষারি বলছিস ,bangla,4,1,1,1.0,bengali_hate_v2
430,ওদিকে পাকিস্তান হামলা করছে আর তোরা এখানে হিন্দু মুসলমান নিয়ে লাড়াই করছিস ভুলে যাসনা আমরা সবাই ভারতীয় আমাদের শত্রু পাকিস্তান ,bangla,5,-1,1,1.0,bengali_hate_v2
431,ইতিহাস তো পড়িস নি তাই জানিস না। মাদ্রাসা ছাপেরা আর কি জানবে এর বেশি? ভারতএর পোদ থেকে দুই তাল গু বেরিয়েছিল। এ তোদের জারজ বাপ ফাকিস্তান আর এ কাংলাদেশ।,bangla,5,-1,1,1.0,bengali_hate_v2
432,এই নিয়ম চালু হলে অপরাধ বৈধতা পাবে তাই এই নিয়ম ভারতের সঙ্গে চালুর কোনো প্রয়োজন নেই ।,bangla,5,-1,1,1.0,bengali_hate_v2
433,তোর মারে চুদে আকাশে তুলবো তোর বোনকে চুদে তোর বোনের ভোদার হাডডি ভাংমো তোর পিসিকে চুধে পানিতে নামাবো তোর মাসিকে চুদে গাছে তোলবো তোর গোষটিকে চুদে ভাজ লাগামো আমারে চিনিস আমি মালাউনদের চোদার মাষটার।,bangla,2,3,1,1.0,bengali_hate_v2
434,ফালতু মিডিয়ালজ্জা করে না অন্যদের সম্পর্কে অশালীন মন্তব্য করতে! ,bangla,4,1,1,1.0,bengali_hate_v2
435,আর এরা ছিঃ কোনো বলার মত ভাষা রাখলো নাএতো নোংরামি ছিঃ ,bangla,4,1,1,1.0,bengali_hate_v2
436,দাদা আসাল সোলে পল্লির একটা ভিডিও বানান ,bangla,4,1,1,1.0,bengali_hate_v2
437,"একদম লেভের প্লেয়িং ফিল্ড, আমাদেরটাতে এত কাটা কেন একটু ঠিক করে দিন ",bangla,5,-1,1,1.0,bengali_hate_v2
438,এখানে কোয়েল মল্লিক কোথায় জুতো মারলো ? বলতে বাধ্য হচ্ছি বোকাচোদা এমন টাইটেল দিও না ,bangla,4,1,1,1.0,bengali_hate_v2
439,বাড্ডার এই মন্দিরে কোরআন পোড়ানো হয তীব্র প্রতিবাদে জেগে উঠুন মুসলমান,bangla,2,3,1,1.0,bengali_hate_v2
440,ভারত এত দি নে আসল অস্ত্র বের করা শুরু ক রে ছে পা কি রা যা বি কোথায়?,bangla,5,-1,1,1.0,bengali_hate_v2
441,রানু দি তোমার টাইম খুব খারাপ কুত্তার বাচ্ছা রানু  ,bangla,4,1,1,1.0,bengali_hate_v2
442,নুনুর আগা কাটলেই কেও মুসলিম হয় না!,bangla,2,3,1,1.0,bengali_hate_v2
443,আর আপনি ও পীরের ব্যাবসা বন্দ করেন। মুক্তি আর পীরের ব্যাবসা দুইটা অবৈধ ,bangla,2,3,1,1.0,bengali_hate_v2
444,লম্পট ছেলেরা ছাত্রলীগ-যুবলীগ করে আইজ কিছু খাইছে মনে হয় ,bangla,5,-1,1,1.0,bengali_hate_v2
445, বংলাদেশে রোহিঙ্গার পক্ষ এই প্রথম আন্দোলন শিবির কিন্তু বাধা দিল অত্যাচারী জুলুমকারী সরকারের সন্ত্রাস পুলিশ বাহিনী ।। ,bangla,1,2,1,1.0,bengali_hate_v2
446,এখন আমার হাগা হাইগা দিবি নইলে তুই ঠাডা পইরা মরবি,bangla,4,1,1,1.0,bengali_hate_v2
447,"এত দূর বাংলা দেশ নিয়ে চিন্তা না করে পাশের দেশ আফগানিস্তান, ইরান, ইরাক নিয়ে একটা দেশ বানাও",bangla,5,-1,1,1.0,bengali_hate_v2
448,রোহিঙ্গা মুসলমানদের পাকিস্তানে নিয়ে যাস না কেন ? ,bangla,5,-1,1,1.0,bengali_hate_v2
449,ছেলেটি ব্যায়াম করার ছলে মেয়েটির গোপনাঙ্গ দেখে নিচ্ছে ,bangla,4,1,1,1.0,bengali_hate_v2
450, যে শালা মালাউন বলেছে ও বোনেরে চুদি তোমাদের মুখে দারি মাথায় ঠুপি রেখে ভন্ডামী কর তোমরা জংগী? ,bangla,2,3,1,1.0,bengali_hate_v2
451,বিকাশ থেকে কল করছি বলে যখন প্রতারকরা ফোন করে তখন আমি বলি - কুত্তার বাচ্চা ফোন রাখ,bangla,4,1,1,1.0,bengali_hate_v2
452,মানবিকতা নয় পাশবিকতাই জয়ী যাদের কাছে গরুর জীবনের দাম মানুষের জীবনের দামের থেকে বেশী ,bangla,4,1,1,1.0,bengali_hate_v2
453,বাদরকে কখনো মুকতোর মালা দিতে নেই ,bangla,4,1,1,1.0,bengali_hate_v2
