id,text,language,hate_type,target_group,severity,confidence,source_dataset
1068, ভারতের সুপার ইস্টার মিস্টার মুদি আঙ্কেল আর বাংলাদেশের সুপার ইস্টার   হাসিনা খালেদা জিয়া এরসাদ কে ,bangla,4,-1,1,1.0,bengali_hate_v1
1069, নয়াদিগন্ত দেখছি উলোট পালোট নিউজ দেয়  ভারতের ধারেকাছেও নেই পাকিস্তান  শুধু নয়াদিগন্তের হৃদয়ে পাকিস্তান ছিঃ নয়াদিগন্ত ছিঃ রাজাকারের পেপার নয়াদিগন্ত   ,bangla,1,-1,1,1.0,bengali_hate_v1
1070, বাংলাদেশ করতে না পারলে রেন্ডিয়াও রান করতে পারতো না  ,bangla,5,-1,1,1.0,bengali_hate_v1
1071,কোন আবালে এই ব্যাখ্যা চুদাইছে  এমন কিছু হলে গোটা ভারতবর্ষেও থাকবে না   থাকলে সব জায়গায় থাকবে ,bangla,5,-1,1,1.0,bengali_hate_v1
1072,আগামী ২৫ বৈশাখ থেকে হজরত রবীন্দ্রনাথ ঠাকুর (সালাল্লাহু - লাড়ালাপ্পা) র নামেও ওরশ পালন করিস  ,bangla,2,-1,1,1.0,bengali_hate_v1
1073,কুত্তালীগের কাছে আমার প্রশ্ন পুলিশ মরলে জনগন এত খুশি হয় কেন,bangla,1,-1,3,1.0,bengali_hate_v1
1074,আওয়ামীলীগ চেতনাবাজ ব্যবসায়ীরা কোথায়  বাংলাদেশের দেশপ্রেমিক মুক্তিযোদ্ধারা মরলে আওয়ামীলীগ এর কি  আওয়ামীলীগ এর চেতনা শুধু আওয়ামীলীগ মুক্তিযোদ্ধা হিন্দু মুক্তিযোদ্ধা ভারতীয় মুক্তিযোদ্ধা দের জন্য চেতনা খাডা হয়ে যায়  যেমন আওয়ামীলীগ রাজাকার হাসিনার বেয়াই চেতনার ঠেলায় এখন ভুয়া মুক্তিযোদ্ধা হয়েগেছে ,bangla,1,-1,1,1.0,bengali_hate_v1
1075,ইস কতোজনের যে জ্বলছে   ভারত নামটা শুনলেই যে ভুত দেখার মতো   তাও একজন না দুইজন   ভালোকিছু খবর ভারতের হলে হিংসায় তো জলবেই এদিকে এত প্রিয় মনিব পাকিস্তান নেই  ,bangla,5,-1,1,1.0,bengali_hate_v1
1076,মুমিন মেয়ে  নবির যৌনদাসি হলে ভাল মানাতো  আমিন    ,bangla,3,-1,1,1.0,bengali_hate_v1
1077,পৃথিবীতে সবচেয়ে বেশি নারী নির্যাতিত হচ্ছে ভারতে   কিন্তু কেন এই পরিস্থিতির সৃষ্টি হচ্ছে    তবে কি ভারতে নারীদের কোন মূল্য বা সম্মান নেই  নাকি   ,bangla,5,-1,1,1.0,bengali_hate_v1
1078,তারউপর এটা কেমন টাইটেল দিছস তোর ভিডিওর ,bangla,4,-1,1,1.0,bengali_hate_v1
1079, এটা রেন্ডিয়ার মিডিয়া বা সরকার দেখবেনা  কারন বিজেপি যতবার সরকার গঠন করেছে ততবার ইন্ডিয়ার মুসলিমদের উপর নির্যাতন হয়েছে  বাংলাদেশ সরকারের উচিত এর জবাব চাওয়া  ,bangla,5,-1,1,1.0,bengali_hate_v1
1080, বাংলাদেশের আদালত ইসলাম ধর্মীয় নেতা গুরু মাওলানা আলহাজ্ব জাতীয় পতাকাবাহী মন্ত্রীসহ বিখ্যাত সমাজসেবকদেরকে সন্ত্রাসীদের মতো ফাসির মঞ্চে মৃত্যুদন্ড কার্যকর করে জাতিকে কলংকমুক্ত ঘোষনা করার কারন কি  সৃষ্টিকর্তার ইচ্ছায় যদি সবকিছু নিয়ন্ত্রিত হয় তাহলে প্রশ্ন কেন নিশ্চয় তুমি ব্যতিক্রম করোনা অঙ্গীকার নামাজের পর কার বানী তার বিরুদ্ধে যেতে চান তবুও    ,bangla,4,-1,1,1.0,bengali_hate_v1
1081,তুই প্রতিবাদ করতে দেখবী না হারামি কারণ তুই হলি মালাউনের বাচ্চা  মায়ানমারের রোহিঙ্গানের জন্য আমাদের বিশ্ববিদ্যালয়ের ছাত্ররা আন্দোলন করতাছি আর তুই মালাউনের বাচ্চারা ফেইসবুকে আইসা প্রতিবাদ মারাস  তোর মতো কিছু হারামি আছে যারা সারাদিন টয়লেটে বইসা হিন্দু মুসলিম বিভেদ লাগাস রোহিঙ্গাদের জন্য মিথ্যা মায়াকান্না কাদস  হারামির বাচ্চা,bangla,2,-1,3,1.0,bengali_hate_v1
1082,আমরা কি জাতি হিসেবে স্বার্থপর নই  সালে আমাদের দিনগুলো কত ভয়াবহ ছিল  প্রাণেনর ভয়ে লক্ষ লক্ষ শরনার্থী আশ্রয় নিয়েছিল প্রতিবেশী দেশ ভারত  ভারত প্রতিবেশীর অসহায়ত্বেরর যথেষ্ট সম্মান দেখিয়েছে  আজ আমরা মহা সুখে আছি তাই আমরা অতীত ভুলে গেছি  অথচ আমরাই মানবতার পক্ষে মর্মস্পর্শী লেকচার ঝাড়ি  তাই তো আজ মিয়ানমারের নির্যাতিত রোহিঙ্গা মুসলিমদের আশ্রয় না দিয়ে তাদের মৃত্যুর দিকে ঠেলে দিচ্ছি  আজব জাতি আমরা ,bangla,5,-1,1,1.0,bengali_hate_v1
1083,যুদ্ধ চাই না কিন্তু ভারতকে সমর্থন করি এই দুইটি ব্যাকই আপনার কোনটা সত্য ,bangla,5,-1,1,1.0,bengali_hate_v1
1084,সব জঙ্গি খানকিরপোলাদের আবাল চোদা যুক্তি,bangla,3,-1,3,1.0,bengali_hate_v1
1085,খাচ্চর মানুষ গুলার খাচ্চর মার্কা কথাবার্তা ,bangla,4,-1,1,1.0,bengali_hate_v1
1086,মায়ানমারে আমার ভাইকে মারতেছে তার কোন খবর নেই ভারতের খবর নিয়ে নাচানাচি দালাল কোথাকার,bangla,5,-1,1,1.0,bengali_hate_v1
1087,শেখ হাসিনা রাজাকারের বচ্চা তুর বোদা পাটামু মাগি চোইদ্দা তোর মাগিবাজ মজিবের কানডে রাইখা      পরে জয় রে দিয়া তোর বোদা চাটামু   আর তুর কুত্তা লীগ তুরে চাইট্টা খাইবো,bangla,3,-1,3,1.0,bengali_hate_v1
1088,ওড়না তো রাখনাই তাহলে কাপড় লগে রাখার কি দরকার ছিল ওটাও খুইলাই ফালাইতা ,bangla,3,-1,1,1.0,bengali_hate_v1
1089,যারা জামায়াত ইসলামির নতুন আমীর জনাব মকবুল আহমেদ কে রাজাকারের কমান্ডার বলে অপ্রপ্রচার করছেন কু রুচিপূর্ন ভাষা ব্যবহার করছেন,bangla,1,-1,1,1.0,bengali_hate_v1
1090,শালা বাপ বেটা দুজনই রাজনৈতিক এতিম   ,bangla,1,-1,3,1.0,bengali_hate_v1
1091,বুজাগেল ভারতও বয়পায় বাংলাদেশ কে,bangla,5,-1,1,1.0,bengali_hate_v1
1092,অ্যাটনি জেনারেল পদত্যাগ করলে রাজাকারদের ফাসি দেবে কে ,bangla,1,-1,1,1.0,bengali_hate_v1
1093,জারজ মানেই বিএনপি,bangla,1,-1,1,1.0,bengali_hate_v1
1094,বলদ  নিজেরে নওয়াবজাদা সলিমুল্লাহ মনে করে ,bangla,1,-1,1,1.0,bengali_hate_v1
1095,তেতুল হুজুর বৌয়ের যোনি চুসে বুঝলো যে টক ,bangla,2,-1,1,1.0,bengali_hate_v1
1096,পছন্দ করার মত একটা নায়িকা ছিলো কিন্তু এখন ওরে কুত্তা দিয়া চোদাইতে মন চাইতেছে ,bangla,4,-1,3,1.0,bengali_hate_v1
1097,আবাসিক হোটেল নামক যেই নাটক টা করতেসিস  সেইটা দেখে মনে হয় তোদের জন্ম ওপেন রাস্তা ঘাটে হইছে  যার জন্য এমন নোংরামী করতে তোদের বিবেকে বাদে না  ,bangla,4,-1,1,1.0,bengali_hate_v1
1098,ভারতের   নারি সবসময় অন্য পুরুষের সংঙেগ যৌন কাজ করতে পচন্দ করে এতে তাদের ধর্মে বাদা নেই বাবার সামনে মেয়ে কাপর খোলে  ওরা পৃথিবির নোংরা জাতি,bangla,5,-1,1,1.0,bengali_hate_v1
1099,ওই সব তোর মার বোদারবিতর দিয়া রাখ খানকির পোলা,bangla,3,-1,3,1.0,bengali_hate_v1
1100, আমন্ত্রনের প্রয়োজন নাই রেন্ডিয়া আছেনা বাংলাদেশের পক্ষে থেকে ,bangla,5,-1,1,1.0,bengali_hate_v1
1101,কানকির জি ,bangla,3,-1,1,1.0,bengali_hate_v1
1102, মুনাফেক সারা টা জীবন জামাত শিবিরের গিবত করে গেছে ,bangla,1,-1,1,1.0,bengali_hate_v1
1103,ভারতের ভিখারিগুলোকে আস্তে আস্তে সবাইকে এক এক করে দুই পয়সা ভিক্ষা দেওয়া হবে   এত হৈ চৈ এর কিছু নাই  ,bangla,5,-1,1,1.0,bengali_hate_v1
1104,চুতমারানি একটা     ইচ্ছা হইলে পর্ণ দেখব কিন্ত ওর গান না,bangla,4,-1,1,1.0,bengali_hate_v1
1105,ভারতি মালুরা খায় গরুর মুত আর পাকিস্তানি সেনারা খায় গরুর মাথা ভারতি সোনারা যে কি ভালটা পালাইবো সেটা বিশ্ববাসি জানে ,bangla,5,-1,1,1.0,bengali_hate_v1
1106,তোদের মত নাস্তিকের বাচ্চার জন্য মুসলমানদের আজকের বদনাম ,bangla,2,-1,1,1.0,bengali_hate_v1
1107,হামলা ভারত নিয়ন্ত্রিত কাশ্মীরে সেনা ছাউনিতে হামলা বাংলাদেশে চলে ভারত পাকিস্তান নিয়ে কথার মামলা ,bangla,5,-1,1,1.0,bengali_hate_v1
1108, চুরের সাত্তি নোক কাটা পুরিযে মারা নয  এটা এক ধরনের খুন  অার খুনের সাত্তি ফাসি যারা এ কাজ করেছে তাদের ফাসি দেওযা দরকার অামি মনে করি  ,bangla,4,-1,3,1.0,bengali_hate_v1
1109,বাশডলা খেয়ে বলে আমি কি করছি  আমি কি করছি  আবুইল্লা হালা ,bangla,4,-1,1,1.0,bengali_hate_v1
1110,এই শুয়োরছানা বাংলাদেশে কার চোদা খাওয়ার জন্য পড়ে আছে   ,bangla,4,-1,3,1.0,bengali_hate_v1
1111,দেশটা মাগি দিয়া ভইরা গেছে ,bangla,3,-1,3,1.0,bengali_hate_v1
1112,মাহি কে আরো আগে বাদ দেয়া দরকার ছিল সালা খেলপ ,bangla,1,-1,1,1.0,bengali_hate_v1
1113,তোরা যারা বাংলার মাকে নিয়ে কথা বলছো তোদের বিচার এদেশের মাটিতেই হবে তোরা কাকে কি বলছো শামীম ওসমান তিনি মুজিব সেনা  বাংলার সাহসী সন্তান  দেশরত্ন শেখ হাসিনার সাহসী কর্মী সবাইকে বলছি অাগে ইতিহাস জানুন  বাংলার মাটিতে রাজাকাদের ঠাঁই হবে না রাজাকাররা সাবধান ,bangla,1,-1,1,1.0,bengali_hate_v1
1114,রনি মাদারচোদ টাইপ লোক ,bangla,1,-1,3,1.0,bengali_hate_v1
1115,ভারত ছাড়া শুয়রের দল গুলর ইনকাম করার জায়গা নেই  যা না পাকিস্থান চীন এ যা গাড় মেরে বাড়ী পাঠাবে ভিকারি র দল,bangla,5,-1,1,1.0,bengali_hate_v1
1116,এর যদি ভিডিও বাহির হয় প্রভার চেয়ে ও বেশি চিল্লাই বো ,bangla,4,-1,1,1.0,bengali_hate_v1
1117,হাসিনা অপয়া তুই তো ভারতের একটা হাতি মরে গিয়েছিলো তাই তুই তোর দাদার কাছে শোক জানিয়েছিলী আর নির বিচারে মায়ানমারে মুসলিমদের হত্যা করছে এর বেলাই তুই চুপ কেন তোর দাদা চুপ থাকতে বলেছে আবার শুনি সকালে উঠে কুরয়ান পড়িছ,bangla,5,-1,1,1.0,bengali_hate_v1
1118,পরিচয়ের আগেই চুদে দিলো    ,bangla,4,-1,1,1.0,bengali_hate_v1
1119,শালা মালুর বাচ্চারাচীন পাকিস্তানীদের সাথে চুদাতে না পেয়ে খালি নিরীহ বাংলাদেশিদের মারতে পার  বাংলাদেশের সরকারের উচিৎ ভারত কে বয়কট করা,bangla,5,-1,3,1.0,bengali_hate_v1
1120,মাগির বিশাল বড় বাসের দরকার ভুল বললাম নাকি আরে তারে গুলিস্তানে রাস্তার মোড়ে উলঙ্গ করে ঘোড়ামারা উচিত,bangla,3,-1,3,1.0,bengali_hate_v1
1121, ভালোবাসা কী ভুল  নাকি লাল গোলাপ ফুল  ভালোবাসা কী সুখ  নাকী বেদনা ভরা দুখ ভালোবাসা কী হাসি  নাকী গলার ফাসি তবু মন বলে তোমায় ভালোবাসি  দুঃখী ,bangla,4,-1,1,1.0,bengali_hate_v1
1122,ভারতের বিরুদ্ধে হলে এটা দালাল আর ভারতের পক্ষে হলে গুড সংবাদ ,bangla,5,-1,1,1.0,bengali_hate_v1
1123,টাকা আদায়ের পর এদের ফাসি দেয়াই বাঞ্চনীয়,bangla,4,-1,1,1.0,bengali_hate_v1
1124,ফাসি চাই ওদের ফাসির আইন করা হোক ঔষধ ভেজাল মেশায় সরকারের কাছে আবেদন জানানো দরকার,bangla,4,-1,1,1.0,bengali_hate_v1
1125,বাংলাদোশের উচিৎ ভারতের মুসলমানদের খবর রাখা,bangla,5,-1,1,1.0,bengali_hate_v1
1126,একেই বলে মালাউন মারকা কথা বার্তা ,bangla,2,-1,1,1.0,bengali_hate_v1
1127,বাঙালি হিন্দুরাই ভীতু চোদা তাই নুনু কাঁটা পিসলামিক শুয়োরগুলো ওদের অত্যাচার করে ,bangla,2,-1,3,1.0,bengali_hate_v1
1128,ভারত থেকে আমাদেরও আমদানি বন্ধ করা উচিত ,bangla,5,-1,1,1.0,bengali_hate_v1
1129,ভারত নিজেরাই খাইতে পায়না আমাদের দেশে বিনিওগ কি করবে,bangla,5,-1,1,1.0,bengali_hate_v1
1130,খানকি মাগিরে পেলে কুচি কুচি করে কেটে কুত্তা দিয়ে খাওয়াতাম,bangla,3,-1,3,1.0,bengali_hate_v1
1131,ভাই বাংলাদেশের যে এত্ত শিল্পীর উদয় হইছে আজ জানলাম ,bangla,4,-1,1,1.0,bengali_hate_v1
1132,আমি বুঝি না রোহিঙ্গাদের জন্য এদেশের মানুষের এত চেল্লা চিল্লি ক্যা   কেউ বলে রোহিঙ্গারা আমাদের জাতি ভাই কেউ বলে জামাতি ভাই কেউ বলে বামাতি ভাই  কিন্তু আমি বলি রোহিঙ্গারা আমার চুদির ভাই  যে লোক নিজের দেশের নির্যাতিত সাঁওতালগোষ্ঠী কিংবা সংখ্যালঘুদের জন্য প্রতিবাদ না করে রোহিঙ্গাদের জন্য চিল্লা পাল্লা করে সে হইল রাজাকারের দুধভাই  ,bangla,1,-1,1,1.0,bengali_hate_v1
1133,বাংলাদেশ সরকার কে এটা স্বরণ রাখা উচিত যে সালে স্বাধীনতা যুদ্ধের সময় পার্শ্ববর্তী দেশ ভারত হাজার হাজার বাঙালীকে আশ্রয় দিয়েছিল তাতে কি তাদের দেশের ব্যাপক ক্ষতি সাধন হয়েচিল  বাংলাদেশে হর্তাল অগ্নিকান্ড পুড়িয়ে দেশের কুটি কুটি টাকা নষ্ট করতে পারে তার চেয়ে কিছু রহিঙ্গাকে আশ্রয় দিলে কি খুব বেশি প্রভাব পড়বে  হলমার্ক শেয়ার মার্কেট থেকে যত টাকা লুট করা হয়েছে তার থেকে কি রহিঙ্গারা বেশি ভয়ানক  ভারতে ট্রেন দূর্ঘটনায় আমাদের মন কাঁদে সাহায্য দেয়া চলে আর মায়ানমারে মুসলিম নিধন চলছে কই এদেশ থেকে কোন হুঁশ,bangla,5,-1,1,1.0,bengali_hate_v1
1134,ইংল্যান্ডের ভিসা ভারতিয়দের বন্দ করে দেওয়া উচিত ,bangla,5,-1,1,1.0,bengali_hate_v1
1135,জাকির নালায়েক ভয়ে পালিয়েছে  ভারতে এলে শুয়োর টার বিচি কেটে দেওয়া হবে ,bangla,5,-1,1,1.0,bengali_hate_v1
1136,এই মেয়ে টাকে পাছায় বারি দেয়া দরকার ছিলো  ,bangla,3,-1,1,1.0,bengali_hate_v1
1137, জাতির জনক বেচে থাকলে তোদের মত বাইনচো দের সব লাথি মেরে ভারত পাঠাতো  ইন্দিরা গান্ধী সেনা ফিরিয়ে নেয়নি দেখে বঙ্গবব্ধু দেশে এসেই ওদেরকে দেশে যাওয়ার নির্দেশ দিয়েছিলো  এ শেখ সাহেব নিজেই পাকিস্তানি গিয়ে ভুট্টোর সাথে কোলাকুলি করেছিলো  এখন তোদের মত এজেন্টরা জাতির পিতাকেও রাজাকার বানিয়ে ফেলবে ,bangla,1,-1,1,1.0,bengali_hate_v1
1138, রাজের বাচ্ছা ফেরাউন হিনুর পুত মালাউন নারকের আগুন ,bangla,2,-1,1,1.0,bengali_hate_v1
1139,যদি বদরুল শিবিরের নেতা হয় তাহলে ফাসি দেওয়া হক না হইয় না হয় বন্দুকযুদ্দের নাম করে গুলি করে হত্য করা হক আমাদের আপত্তি নাই,bangla,4,-1,1,1.0,bengali_hate_v1
1140,এই মাগির তোর ভোদায় এসিড দিমু আমি আমি ছাএলীগ নেতা ,bangla,3,-1,3,1.0,bengali_hate_v1
1141,যে কমেন্টের রিপ্লাই দিয়া সৌভিকের চামচামি করবে তার মাকে আমি কন্ডম ছাড়া চুদি,bangla,4,-1,1,1.0,bengali_hate_v1
1142,সেও রাজাকারের কমান্ডার এটাই এখন ছলছে কিছুই করার নেই বিচারের মালিক,bangla,1,-1,1,1.0,bengali_hate_v1
1143,হয়ত মন্ত্রি মহুদয় এই সব কারনেই মালাউনের বাচ্চা বলেছে  ,bangla,2,-1,1,1.0,bengali_hate_v1
1144,যারা দেশ ও মানুষের জন্য রাজনিতি করে তারা কোন তারেক জিয়ার মত হবে না,bangla,1,-1,1,1.0,bengali_hate_v1
1145,এই সালারে ফাসি দেয়া দরকার,bangla,4,-1,1,1.0,bengali_hate_v1
1146,ভার্মায় প্রতিদিন হাজার হাজার মুসলিম রোহিঙ্গাদেরকে হত্যা করা হচ্ছে কিন্তূ তাদেরকে আশ্রয় না দিয়ে তাদের প্রতি কোন সমবেদনা তিনি জানান না অথচ ভারত ট্রেন দুর্গটনা করছে তাতেই তিনি সমবেদনা জানাতে ম্রিয়মান  কিন্তূ মুসলিম প্রতি নেই কেন কোন সমবেদনা ভারত থেকে ভেসে আসা একটি হাতিকে বাঁচাতে সরকার আর মিডিয়ার কত আয়োজন ছিল আমরা দেখলাম অথচ মায়ানমারের বৌদ্ধ সন্ত্রাসীদের হামলা থেকে প্রানে বেঁচে আসা আরাকানি রোহিংগা মুসলমানদের এতোটুকু মাথা গোজার আশ্রয় দেয়ার মত কেউ নাই বরং সাগরের পানিতে ভেসে আসা এই মানুষগুলোকে কক,bangla,5,-1,1,1.0,bengali_hate_v1
1147,সব গুলা মাদার চুদ  ,bangla,4,-1,1,1.0,bengali_hate_v1
1148,ভারতীয় মাদার চুদ গোরে খালি পুটকি মারার দরকার এদেরকে আবার কিসের সাহায্য করছে সরকার   সরকার কিছু খাইছে নাকি মালাউনরা দুনিয়ার সবচেয়ে নিকূষ্ট জাতি,bangla,5,-1,1,1.0,bengali_hate_v1
1149,ভারত সরকারকে চরম মূল্য দিতে হবে,bangla,5,-1,1,1.0,bengali_hate_v1
1150,ভারত মানে হচ্ছে সার্থপর  ,bangla,5,-1,1,1.0,bengali_hate_v1
1151,এই মাদারচোদ ভালো কোরে দেক শুয়োর  ,bangla,4,-1,3,1.0,bengali_hate_v1
1152,ইতিহাস সাক্ষি আছে ভারত কতবার চুদে খাল করেছে পাকিস্থান কে,bangla,5,-1,1,1.0,bengali_hate_v1
1153,এগের না চুদে ভাত খাওয়া যাই ,bangla,4,-1,1,1.0,bengali_hate_v1
1154,যুদ্ধের সময় ভারতে যদি তোর বাবা মা না ঢুকতে পারত তাইলে তোর জন্মও হয়তো না  আবার ভাত খুঁজিস,bangla,5,-1,1,1.0,bengali_hate_v1
1155, ঠিকই তো আমরা করতাম আর রেন্ডিয়া করতো সো জয় আমাদেরই হতো ,bangla,5,-1,1,1.0,bengali_hate_v1
1156,খানকির পোলারা হুশিয়ারি মারাও আগামী কাল বাছবি কিনা সেকতা বলতো পারনা ,bangla,3,-1,3,1.0,bengali_hate_v1
1157,ভারত কাইকে একটাকার জিনিস দিতে বার ঢেকুর গিলে পাশাপাশি গুন লাভের হিসেব কশাকশি তো আছেই,bangla,5,-1,1,1.0,bengali_hate_v1
1158,রাজাকার হলে রাজাকার হবে বাদ দিলে ভুল হবে দুনিয়ায় উৎসবের জায়গা ভুল করিলে মাসুল দিতে হবে কথা গুলি ঠিক,bangla,1,-1,1,1.0,bengali_hate_v1
1159,এমন অ প্রিয় সত্য ইতিহাস তু লে ধরার জন্য অাপনা কে হয় রাজাকার নয় তো ভারত বি রোধী বা পা কিস্থানপ ন্থি উপা ধি বহন কর তে হ তে পা রে বলে ছি লেন বাঙ্গালী দের কেউ দাবায়া রাখ তে পা রে নি পার বেনা অাপনা দের মত অদম্য সাহসী দেরও কেউ দাবায়া রাখ তে পার বেনা ইনশাঅাল্লাহ্  ,bangla,1,-1,1,1.0,bengali_hate_v1
1160,ভারতের যারোঝ সন্তানদের কাজ থেকে আপনি বালো কিছু আশা করেন  কি  তা হলে আপনি অনেক বুকা মানুষ,bangla,5,-1,1,1.0,bengali_hate_v1
1161,বাংলা দেশ তো ভারতের কাছে বিক্রি করে দিতেছে তাই ,bangla,5,-1,1,1.0,bengali_hate_v1
1162,মালউন ইন্ডিয়ারাই ফারাক্কার পানিতে ডুবে মরবে   ,bangla,5,-1,1,1.0,bengali_hate_v1
1163,ভারত আমাদের কোন ভাল মেনে নিতে পারে না অথচ আমাদের দেশের একধরনের রাজনীতিকরা নিজের দেশের ক্ষতি করেও ভারতের উপকার করে ,bangla,5,-1,1,1.0,bengali_hate_v1
1164,নারায়ণগঞ্জ সিটি নির্বাচনে রাজাকারদের পক্ষে নয় মুক্তিযুদ্ধের পক্ষের শক্তিকে ভোট দিন ,bangla,1,-1,1,1.0,bengali_hate_v1
1165, আমার নয় এবার তোদের সময় কাছে এসে পড়েছে ভারতে যাওয়ার জন্য রেডি হয়ে যা কুত্তার বাচ্চা কাংকি হাসিনাকে বলেদিছ যেন কুত্তালীগের দালালদের কে বাংলাদেশ থেকে সাথে করে নিয়ে যায় ,bangla,1,-1,3,1.0,bengali_hate_v1
1166,এদের কে রাজাকার উপাধি দেওয়া হক,bangla,1,-1,1,1.0,bengali_hate_v1
1167,নডির পোলা নাস্তিক তোর মারে বাপ ,bangla,2,-1,1,1.0,bengali_hate_v1
1168, ভারতে মালাউন মারা যাওয়া বাংলাদেশে দিনের শোক দিবস পালন করা উচিত সরকারের ,bangla,2,-1,1,1.0,bengali_hate_v1
1169,আওয়ামী মানে ভারতের চামচা   আর হাসিনা হল ভারতের বউ   ,bangla,1,-1,1,1.0,bengali_hate_v1
1170,২টারেই ফাকিং বিচ লাগতাসে  আর এই চোদনারা নাকি দেশরে রিপ্রেজেন্ট করছে,bangla,3,-1,3,1.0,bengali_hate_v1
1171,ভারত এটা করবে এটাই স্বাভাবিক  কারণ উনার জন্য অনেক বেধর্মী মুসলিম হচ্ছে ,bangla,5,-1,1,1.0,bengali_hate_v1
1172,মাসুমভাই ঐ ভারতীয় খানকির পুলাগোর লগে কোন ভাল ব্যবহার নাই মাগির পুতেরা ভালো ব্যবহার পাওয়ার যোগ্য নয়,bangla,3,-1,3,1.0,bengali_hate_v1
1173,এখানে যত মালাউন আছে সবার মা বোন দের পাকিস্তানিরা চোদে পাকিস্তান জিন্দাবাদ,bangla,2,-1,3,1.0,bengali_hate_v1
1174,এই পৃথিবীতে একটা মহাপাপ ধর্ম আঁছে তার নাম হলো আব্রাহামিক ধর্ম,bangla,2,-1,1,1.0,bengali_hate_v1
1175,জাতিরসংঘ কোনো কাপের কোনো মালাউনেরা কোনো ইহুদিরা মুসলমাদের ছাপট করবেনা,bangla,2,-1,1,1.0,bengali_hate_v1
1176,মাদারচোদ ও আই সি কি করছে  মুসলিম দেশগুলোর সংস্হার কাজ কি তারা মায়ানমার কে কেনো চাপ দিচ্ছে না সবচেয়ে দূঃখজনক হলো এই বিষয়ে আমাদের দেশের সরকারের নিরাবতা অথচ ভারতের ট্রেন দুঘ্টনায় আমাদের সরকার প্রধান বিবৃতি দিলো কি আজব,bangla,5,-1,3,1.0,bengali_hate_v1
1177,আরে মন্ত্রী সাহেব বাংলাদেশ তো ভারতের পাশেই আছে এই কথাটা কোঠি মানুষই যানে,bangla,5,-1,1,1.0,bengali_hate_v1
1178,এই তিন সালারা খারাপ মাদারচুদ না হয় মায়ানমার এ মুসলিম জবাই করে এই খানকির পুলারা কোনো কথা বলেনা সালারা মুসলিম হয় কিভাবে ,bangla,3,-1,3,1.0,bengali_hate_v1
1179,দেখে মনে হচ্ছে চুরি করতে গিয়ে ধরা খাওয়ায় বাশের বাড়ি খেয়েছ ,bangla,4,-1,1,1.0,bengali_hate_v1
1180,বাঙালী হিন্দুরা খায় বাংলাদেশে র দালালী করে রেন্ডিয়ার,bangla,5,-1,1,1.0,bengali_hate_v1
1181,রাজাকাররা সবসময় রাজাকার থাকে এই পাকিস্তান কখনও বাংলাদেশের ভাল চায় না ,bangla,1,-1,1,1.0,bengali_hate_v1
1182,আসলে খানকি  ছি ছি ,bangla,3,-1,3,1.0,bengali_hate_v1
1183,অনিল দাস দাদা আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে  খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে  বহু কষটে পাওয়া এ পতাকা  আপনার এ ছবি টা দেখে কি মনে হয় জানেন পাকিস্তানি জারজ দের সাথে আপনি কম জান না  তোকে পেলে কুত্তার মত মারতাম  খানকির ছেলে এত সা্হস কি করে হয় ,bangla,3,-1,3,1.0,bengali_hate_v1
1184,কারণ এর যুদ্ধ হয়েছিল ভারত আর পাকিস্তানের মধ্যে ভারতীয়দের ভাষায় বাংলাদেশ দেশটা ভারতের দেওয়া উপহার মাত্র,bangla,5,-1,1,1.0,bengali_hate_v1
1185,ভারতের মালাউনরা কোন দিন পাকিস্তান এর সাথে পারবে না   কারন পাকিস্তানিরা খায় গরুর মাংস আর মালাউনরা খায় গরুর মূত্র ,bangla,5,-1,1,1.0,bengali_hate_v1
1186,উ উ ওইযে দেখলাম তো জামালপুরে রাজাকারের বাচ্চারে মনোনয়ন দিছে ,bangla,1,-1,1,1.0,bengali_hate_v1
1187, বাংলাদেশকে অতি সত্তর বিশ্ব থেকে বাদ দেওয়া উচিত কারণ রেন্ডিয়াকে চুদতে চুদতে ফাটিয়ে দিছে রেন্ডিয়া আর সহ্য করতে পারছে না  ,bangla,5,-1,1,1.0,bengali_hate_v1
1188,সেখ মুজিব একটা গ্রেট মাদারচোদ  সেখ হাসিনা একটা কুততার বাচচা  আর জয় ও পুতুল হল কুততার নাতি   ,bangla,1,-1,3,1.0,bengali_hate_v1
1189, মুসলিম নায়কদের ছবির আয় ভারতরাষ্ট্রের উন্নয়নে ব্যাপক অবদান থাকলেও ভারতের প্রতিটি মালাউন সরকার ও মালু জনগণ মুসলমানদের প্রতি অবিচার যুলুম করে থাকে ,bangla,2,-1,1,1.0,bengali_hate_v1
